features,S4,S5,S6,S7,S8,S9,S10,S11,S12,S13,S14,S15
ENSG00000243267.3,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000130940.15,178,185,189,165,256,156,152,255,191,199,176,356
ENSG00000272078.1,8,3,5,3,14,6,2,14,6,7,3,13
ENSG00000225158.2,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000175262.15,0,0,0,0,0,6,2,0,0,1,1,2
ENSG00000215785.2,1,0,1,2,0,0,0,0,0,3,0,1
ENSG00000120948.19,3097,2882,3791,6218,3048,2795,5417,2923,4254,4048,6828,3765
ENSG00000009724.18,16,14,8,39,15,16,35,13,9,11,49,14
ENSG00000116649.10,10311,9422,8523,16874,11106,10945,13960,11559,7755,10778,16270,15570
ENSG00000171824.14,4032,3953,4393,4011,4041,4018,3418,4043,4526,4397,4131,4848
ENSG00000226849.1,2,1,0,0,1,0,1,1,0,0,1,1
ENSG00000230337.3,8,2,11,11,1,5,15,6,7,8,15,9
ENSG00000198793.14,3072,2722,1817,4232,2383,2644,3370,2782,1971,1920,3988,3646
ENSG00000225602.5,2,1,0,2,1,0,0,1,2,1,0,2
ENSG00000253086.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000171819.5,0,1,0,1,0,0,1,0,1,0,2,0
ENSG00000207451.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000238173.1,0,0,0,1,0,1,0,0,1,1,0,1
ENSG00000120942.14,1949,2017,1724,1787,1687,2022,1727,1844,1431,1705,1948,2287
ENSG00000238199.1,15,5,14,18,14,7,16,8,13,18,27,11
ENSG00000284646.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000224338.2,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000204624.8,29,37,6,142,27,39,119,27,16,10,192,43
ENSG00000285833.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000235643.2,0,0,0,1,0,0,0,0,0,0,0,0
ENSG00000284708.1,1,0,1,1,0,0,1,0,0,0,0,1
ENSG00000116661.11,236,368,154,1,256,188,2,294,77,97,1,249
ENSG00000132879.14,1186,1257,652,3,1250,1324,2,1294,713,514,0,1648
ENSG00000116670.16,2233,2113,3613,3428,2656,2406,3146,2721,3585,3524,3700,3221
ENSG00000116663.11,354,329,581,15,623,338,8,580,608,635,12,751
ENSG00000162490.7,5,4,20,3,6,7,3,16,25,4,2,16
ENSG00000177674.16,1080,1101,2021,238,1713,1148,197,1662,2061,1174,183,2169
ENSG00000215910.8,2,3,2,2,3,4,1,0,0,5,2,2
ENSG00000177553.6,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000177000.13,565,504,402,405,560,567,375,529,404,416,416,929
ENSG00000011021.23,364,371,239,793,330,285,653,349,273,269,811,475
ENSG00000276470.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000278852.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000175206.11,2,0,3,6,3,0,1,0,0,0,2,4
ENSG00000275915.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000120937.9,1,0,0,0,0,0,0,0,2,0,1,0
ENSG00000224904.1,11,14,7,1,9,10,3,9,5,2,2,9
ENSG00000285646.2,17,5,30,26,10,17,36,22,36,45,25,25
ENSG00000199347.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000201801.1,0,0,0,0,1,0,0,0,0,3,0,0
ENSG00000116685.16,4190,4208,4029,5323,3928,4690,4145,4716,4006,3484,4905,5757
ENSG00000083444.17,1757,1898,1506,70,1951,1948,54,2000,1388,1552,77,2789
ENSG00000287384.1,1,0,2,0,2,2,0,0,0,0,1,0
ENSG00000116688.18,5131,5349,5486,6161,4870,5101,4714,5273,5152,6039,5831,7433
ENSG00000270914.1,0,0,0,1,2,2,0,0,0,0,1,0
ENSG00000116691.11,5549,5628,4028,1187,5202,6006,1061,5328,3660,3811,1296,7218
ENSG00000202461.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000276869.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000243539.3,0,0,0,0,1,0,0,0,0,0,0,0
ENSG00000120949.15,1222,1045,1563,165,1731,1283,129,1972,1412,4380,153,2813
ENSG00000201135.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000227875.2,2,0,1,0,0,0,0,2,0,1,1,4
ENSG00000285604.1,0,2,2,0,0,0,0,1,0,2,0,1
ENSG00000283789.1,0,1,0,0,0,0,0,0,0,0,0,0
ENSG00000028137.19,60397,65447,23878,1,58248,63262,5,60516,23826,18787,7,85730
ENSG00000263676.1,0,0,0,0,0,0,0,0,0,0,0,1
ENSG00000225196.2,0,0,0,0,0,0,0,0,0,0,1,0
ENSG00000252969.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000048707.15,1452,1218,568,978,1017,1059,825,1139,542,471,967,1350
ENSG00000239149.1,3,5,1,0,0,1,1,0,0,2,2,0
ENSG00000229484.3,4,2,1,3,0,3,0,3,4,0,0,1
ENSG00000162496.9,445,487,1040,33,253,447,16,219,999,543,34,312
ENSG00000221340.1,1,0,0,0,1,0,0,1,0,0,0,1
ENSG00000276830.1,0,0,0,0,0,0,0,1,0,0,0,0
ENSG00000288927.2,1,1,3,0,1,1,0,0,0,0,2,0
ENSG00000272482.2,0,0,3,1,0,0,0,0,0,0,3,0
ENSG00000204518.3,0,0,0,0,0,1,0,0,0,0,0,0
ENSG00000226166.2,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000188984.12,0,0,2,0,0,0,0,0,0,0,0,0
ENSG00000157330.10,0,0,1,0,0,1,1,0,1,0,0,0
ENSG00000116726.5,0,0,0,1,0,0,0,0,0,0,0,0
ENSG00000116721.9,0,0,0,0,0,0,0,0,0,0,2,0
ENSG00000228338.1,0,0,1,0,0,0,1,0,0,0,0,0
ENSG00000239810.3,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000231103.2,0,0,0,0,0,0,1,0,0,0,0,0
ENSG00000179172.10,42,39,63,68,59,45,58,41,76,69,62,60
ENSG00000120952.4,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000243073.4,0,1,0,0,0,0,0,0,0,0,0,0
ENSG00000187545.5,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000204510.6,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000207434.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000234064.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000232423.6,0,1,0,0,0,0,0,0,0,0,0,0
ENSG00000274178.2,0,1,0,0,0,0,0,0,0,0,0,0
ENSG00000274764.6,1,0,1,0,0,0,0,0,0,0,0,0
ENSG00000277058.3,2,3,4,0,4,1,6,5,2,3,4,4
ENSG00000229571.7,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000277862.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000236179.1,0,0,1,0,0,0,0,0,0,0,0,0
ENSG00000275774.3,1,0,2,5,5,9,5,6,8,6,7,5
ENSG00000229978.2,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000290772.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000233336.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000280267.6,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000179412.11,39,39,57,52,42,49,53,43,58,64,50,37
ENSG00000204505.5,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000279169.3,0,0,0,0,0,0,0,0,0,0,1,0
ENSG00000279804.3,0,0,1,0,0,0,0,0,0,0,0,0
ENSG00000250894.1,1,1,0,0,0,0,0,0,1,0,0,0
ENSG00000270601.5,0,0,1,0,0,0,0,0,0,0,0,0
ENSG00000231219.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000207511.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000182330.11,0,0,0,0,0,0,0,0,1,0,0,0
ENSG00000237700.2,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000204501.7,0,0,0,0,0,0,0,0,1,0,0,0
ENSG00000228229.2,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000204481.8,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000204480.9,1,0,0,0,0,0,0,0,0,0,1,1
ENSG00000204479.4,1,0,1,0,0,0,0,0,0,0,0,0
ENSG00000204478.11,0,0,0,0,0,0,2,0,2,0,0,0
ENSG00000162494.6,0,0,0,1470,0,0,1197,0,0,0,1332,0
ENSG00000259961.1,0,0,0,28,0,0,16,0,0,0,21,0
ENSG00000215909.3,1,0,1,1,1,0,0,0,0,0,2,0
ENSG00000162493.17,0,0,1,0,0,0,0,0,0,0,0,0
ENSG00000222952.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000237445.2,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000253085.1,0,0,0,0,0,0,0,2,0,0,0,0
ENSG00000116731.23,920,828,538,1129,814,740,908,759,554,655,1082,1147
ENSG00000289380.1,18,9,4,2,15,7,4,14,4,5,1,13
ENSG00000189337.17,13,9,13,7,22,5,6,21,27,11,1,37
ENSG00000252151.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000231606.2,0,0,0,0,0,0,0,0,0,0,1,0
ENSG00000234593.3,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000235829.1,0,0,0,0,0,0,0,0,0,0,1,0
ENSG00000287756.1,0,0,0,0,0,0,1,0,0,0,0,0
ENSG00000175147.13,0,0,1,0,0,0,1,0,0,0,1,0
ENSG00000171729.14,0,2,0,0,0,1,0,2,0,5,0,4
ENSG00000204464.7,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000215720.4,0,0,1,0,0,0,0,0,0,0,0,0
ENSG00000278480.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000142621.21,1,0,5,1,0,1,0,1,4,1,5,4
ENSG00000233485.1,0,0,0,0,0,0,0,0,0,0,0,1
ENSG00000236045.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000228140.2,1,3,2,3,5,1,4,3,1,2,5,4
ENSG00000142634.13,10829,11002,13254,7601,14342,11187,6661,14413,12868,9762,7586,17737
ENSG00000162438.12,6,4,1,7,2,2,8,3,3,2,8,4
ENSG00000142615.8,1,0,0,1,0,1,0,0,3,0,0,0
ENSG00000215704.10,0,0,0,0,0,1,0,1,1,0,2,1
ENSG00000132906.18,755,761,737,128,746,708,115,813,674,842,126,846
ENSG00000116138.13,483,419,158,375,412,396,226,437,269,211,397,568
ENSG00000251866.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000272510.1,2,1,0,0,1,0,0,0,0,0,0,0
ENSG00000116771.6,285,236,319,4,279,280,2,313,364,365,2,366
ENSG00000237301.1,7,8,1,0,2,3,0,5,2,10,0,8
ENSG00000235084.3,325,325,650,587,357,403,525,367,680,684,544,338
ENSG00000252417.1,0,0,0,0,0,0,0,1,0,0,0,0
ENSG00000236500.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000197312.12,325,271,197,455,281,290,347,328,281,293,471,466
ENSG00000215695.2,0,0,0,0,0,0,1,0,0,0,0,0
ENSG00000271742.1,0,0,0,0,0,0,0,0,1,0,0,1
ENSG00000116786.13,3265,3089,2442,2954,2800,3104,2399,3106,2207,2472,2627,4103
ENSG00000237938.5,19,9,1,4,11,13,3,9,10,6,5,29
ENSG00000162461.8,6,8,3,29,9,4,28,10,5,3,26,11
ENSG00000224459.2,0,0,0,0,0,0,0,0,0,0,1,0
ENSG00000162460.7,0,0,0,0,0,0,1,0,0,0,2,0
ENSG00000162458.13,0,2,2,282,0,0,187,2,0,1,291,0
ENSG00000224321.1,20,13,18,22,17,23,17,20,21,15,15,17
ENSG00000233954.7,125,128,225,285,174,146,209,163,290,168,255,162
ENSG00000178715.8,60,55,35,141,67,45,107,76,47,43,112,66
ENSG00000179743.4,72,61,76,134,59,71,112,60,87,74,154,74
ENSG00000065526.13,1474,1686,1131,2365,1703,999,2208,1460,1059,1133,2435,2326
ENSG00000270620.1,0,0,0,0,0,0,1,0,0,0,0,0
ENSG00000116809.12,1861,1838,1789,2330,1566,1725,1705,1634,1525,2037,1963,2070
ENSG00000234607.2,0,0,1,0,0,0,1,0,0,1,0,0
ENSG00000231353.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000275503.1,0,0,0,0,0,0,0,0,1,0,0,0
ENSG00000224966.4,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000183888.4,0,0,0,0,0,1,0,2,0,0,1,1
ENSG00000233078.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000173641.18,0,0,0,0,0,0,2,0,0,0,2,0
ENSG00000186510.12,1,0,1,0,0,0,1,1,1,1,1,1
ENSG00000232456.1,1,0,6,0,1,3,0,0,12,0,0,3
ENSG00000184908.20,2,0,0,9,0,2,5,0,1,0,3,0
ENSG00000185519.9,4,6,45,0,20,16,0,11,42,2,0,36
ENSG00000142627.13,0,0,4,0,0,1,2,1,2,0,0,0
ENSG00000227959.2,0,0,1,0,0,0,0,0,0,0,0,0
ENSG00000224621.1,2,0,0,0,0,0,0,0,0,0,0,0
ENSG00000234166.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000142632.17,655,561,511,406,677,712,391,687,460,359,453,989
ENSG00000291077.1,10,11,9,1,15,13,2,7,10,22,0,12
ENSG00000237276.10,2,0,0,5,0,3,5,0,2,0,12,0
ENSG00000288398.1,109,50,36,77,68,73,33,108,35,9,60,153
ENSG00000132881.12,80,83,98,99,53,97,43,87,81,84,66,86
ENSG00000233929.1,54,91,55,103,125,74,76,120,74,44,75,76
ENSG00000037637.11,1241,1241,1147,1776,1113,1113,1547,1184,1135,1320,1815,1502
ENSG00000055070.17,3723,3684,3365,3013,3686,3748,2376,3774,3269,3908,3023,4446
ENSG00000226457.1,11,2,2,9,9,5,0,9,5,1,3,20
ENSG00000187144.11,13,6,8,13,9,8,13,7,3,3,17,18
ENSG00000157191.20,5840,5967,5120,2123,5285,5889,1844,5464,4992,4969,2235,6315
ENSG00000226029.1,21,6,1,3,7,3,7,5,0,0,12,6
ENSG00000290842.1,21,17,4,15,11,13,25,9,1,1,17,16
ENSG00000080947.16,6,0,0,2,3,4,1,0,0,0,1,2
ENSG00000206652.1,4,3,0,6,1,2,3,2,2,5,3,2
ENSG00000261135.1,0,0,0,2,0,0,0,0,0,0,0,0
ENSG00000285853.1,0,0,1,0,0,0,0,0,0,0,0,0
ENSG00000224174.2,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000233421.5,0,0,0,1,0,1,0,0,1,0,2,0
ENSG00000277344.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000225710.1,1,1,0,0,1,2,0,0,0,0,0,0
ENSG00000219481.11,119,113,32,1411,92,113,1166,113,23,39,1508,136
ENSG00000271732.1,0,0,0,2,0,0,0,0,0,0,2,1
ENSG00000291072.1,158,176,67,298,117,118,214,113,77,65,316,211
ENSG00000215908.12,27,17,3,30,24,29,21,30,5,2,30,38
ENSG00000283773.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000186301.8,13,7,7,75,4,6,52,5,6,7,72,6
ENSG00000282143.1,6,6,2,3,2,0,5,3,1,1,9,4
ENSG00000207513.1,0,0,0,0,0,1,0,0,1,0,1,0
ENSG00000280114.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000236698.1,38,36,72,108,46,46,87,35,75,73,90,49
ENSG00000290849.1,0,0,0,1,0,0,0,0,0,0,0,0
ENSG00000268869.7,4,0,0,6,0,1,4,0,0,0,5,0
ENSG00000279151.1,0,0,0,0,0,1,0,0,0,0,0,0
ENSG00000282740.1,1,0,0,0,0,0,1,0,1,0,1,0
ENSG00000058453.17,746,846,327,1130,922,744,778,953,376,228,963,1346
ENSG00000290850.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000207389.1,0,0,0,0,1,0,1,1,0,1,0,0
ENSG00000227684.3,0,0,0,0,0,0,1,0,0,0,2,0
ENSG00000290851.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000186715.12,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000223643.6,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000230239.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000263811.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000228549.5,1,0,1,5,1,1,9,1,0,0,3,0
ENSG00000277234.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000238142.4,4,2,1,0,1,2,0,0,1,3,1,2
ENSG00000235241.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000207005.1,8,0,3,0,1,4,3,2,2,5,5,2
ENSG00000272426.1,0,0,1,1,0,0,1,0,2,0,1,0
ENSG00000290122.1,12,7,13,13,8,4,16,6,7,11,22,9
ENSG00000117122.14,1,0,1,0,0,0,0,0,1,0,0,0
ENSG00000286898.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000226526.1,1,0,0,0,1,0,0,0,0,0,0,0
ENSG00000159363.19,7600,8327,4668,6334,4960,7992,4770,5319,4195,3110,5607,7778
ENSG00000288636.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000117118.10,2260,2119,3505,3846,2439,2253,3497,2485,3596,3908,4201,2560
ENSG00000117115.13,2,0,6,3,0,2,2,2,6,5,5,7
ENSG00000204362.6,0,0,0,2,0,0,0,1,0,0,0,0
ENSG00000282843.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000142623.11,0,0,1,0,1,0,1,0,0,1,0,0
ENSG00000142619.4,0,0,1,1,1,0,0,0,1,0,0,0
ENSG00000266634.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000159339.13,3,1,6,124,1,1,107,1,12,2,137,3
ENSG00000276747.1,0,0,2,1,7,0,1,8,1,0,0,3
ENSG00000227751.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000179051.14,3074,2840,3807,11252,3801,2951,9099,4154,4283,3711,11054,5455
ENSG00000290096.1,0,0,1,3,0,0,1,0,1,0,0,0
ENSG00000074964.17,0,0,0,0,2,0,0,1,1,1,1,0
ENSG00000236648.2,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000117148.8,0,0,0,16,0,0,8,0,0,0,12,0
ENSG00000284653.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000261781.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000117154.12,0,0,1,0,0,0,0,0,0,0,0,0
ENSG00000280222.1,1,0,3,0,0,0,0,0,0,0,1,0
ENSG00000230035.2,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000225387.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000179023.9,1,0,3,0,0,0,2,0,1,0,2,0
ENSG00000235282.3,3,5,0,1,1,3,1,0,1,1,1,4
ENSG00000225478.2,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000009709.12,1,1,0,0,0,0,0,0,0,0,0,0
ENSG00000179002.6,0,0,0,0,0,0,0,0,1,0,0,0
ENSG00000159423.17,302,275,389,679,343,302,549,401,446,375,681,406
ENSG00000265606.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000221662.1,0,1,0,0,0,0,0,0,0,0,0,0
ENSG00000169991.11,353,301,204,205,320,336,196,263,211,159,236,417
ENSG00000272084.1,5,8,5,5,12,0,2,14,1,6,6,12
ENSG00000127481.15,3147,3059,1897,3637,2726,2467,2976,3227,1849,2185,3340,4240
ENSG00000230424.3,16,5,2,26,6,10,17,4,3,6,21,9
ENSG00000127463.16,2186,2193,1848,2371,2127,2188,2054,2283,1878,2481,2398,3083
ENSG00000053372.5,2438,1940,2840,4499,2329,1931,3627,2562,3115,3743,5065,3315
ENSG00000286064.1,17,8,13,126,3,5,122,10,9,7,121,23
ENSG00000211454.16,6,6,0,40,1,3,30,4,1,0,60,3
ENSG00000162482.5,4,4,0,26,2,2,12,2,9,5,11,8
ENSG00000270728.1,0,3,2,6,4,2,5,3,4,0,16,3
ENSG00000053371.13,1205,1098,2218,2309,1124,1533,1839,1315,2189,1991,2350,1629
ENSG00000200403.1,4,4,1,4,0,1,3,1,0,0,0,1
ENSG00000040487.13,325,324,249,218,256,311,172,313,272,369,251,365
ENSG00000077549.19,12246,11857,10390,5857,12389,11963,5105,12273,9953,6595,6012,15178
ENSG00000240490.3,1,0,0,0,0,0,2,1,0,0,1,1
ENSG00000173436.15,115,89,99,145,91,77,130,102,76,58,200,114
ENSG00000201609.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000235185.1,1,0,0,0,0,0,0,0,0,0,2,0
ENSG00000158747.15,951,946,699,28,949,935,23,946,607,667,26,1215
ENSG00000270136.6,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000226396.1,60,55,126,105,139,64,141,83,129,140,209,70
ENSG00000158748.4,3,1,2,0,0,7,2,3,0,2,0,2
ENSG00000162542.14,734,833,758,284,901,741,190,924,689,743,277,1262
ENSG00000178828.7,0,0,0,0,0,0,0,0,1,0,0,0
ENSG00000235434.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000169914.6,156,175,56,218,122,113,200,122,48,73,245,169
ENSG00000188784.4,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000242688.3,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000188257.12,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000127472.11,0,0,0,0,0,0,0,3,2,0,0,0
ENSG00000117215.15,1,0,1,0,0,0,0,0,1,0,0,0
ENSG00000158786.5,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000227066.2,1,0,0,0,0,0,1,0,0,1,4,0
ENSG00000187980.7,15,9,23,0,19,13,0,20,33,35,1,17
ENSG00000162543.6,47,49,59,0,99,50,0,145,50,69,0,119
ENSG00000228105.2,0,0,0,0,0,0,0,0,0,0,1,0
ENSG00000284710.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000158816.16,0,0,0,0,0,1,0,0,2,0,1,1
ENSG00000226664.1,0,1,0,0,0,1,0,0,1,0,0,1
ENSG00000236963.9,0,0,0,0,0,0,0,0,2,0,0,0
ENSG00000226487.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000284641.1,0,0,0,0,0,0,1,0,0,0,0,0
ENSG00000284743.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000162545.6,30,15,3,8,6,19,10,12,7,5,8,13
ENSG00000289402.2,0,0,0,1,0,1,0,1,0,0,1,0
ENSG00000090432.7,1403,1508,1381,1532,1581,1500,1249,1560,1357,1614,1595,2089
ENSG00000215520.3,1,0,0,0,0,0,0,1,0,0,0,0
ENSG00000183114.8,0,0,1,0,0,0,0,0,0,0,0,0
ENSG00000158825.6,0,0,0,1,0,0,0,0,2,0,0,0
ENSG00000158828.8,188,200,114,147,177,194,125,162,132,91,142,246
ENSG00000284005.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000117242.7,81,62,21,175,56,48,120,83,52,16,181,105
ENSG00000244038.11,10777,10860,10072,9421,11364,12107,7904,11709,10268,10158,8966,14967
ENSG00000117245.13,5,1,3,39,3,5,31,2,1,3,45,5
ENSG00000235432.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000189410.12,0,0,1,19,2,0,5,0,2,4,20,2
ENSG00000233069.1,0,0,0,0,0,0,0,0,1,0,0,0
ENSG00000127483.19,4450,4401,2376,5626,4043,3934,4897,3903,2742,2389,6629,5024
ENSG00000075151.24,2114,1912,1554,1924,1987,1774,1579,2026,1770,2024,1966,2547
ENSG00000251914.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000221808.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000233072.1,7,3,1,2,0,1,3,2,3,1,1,4
ENSG00000236073.2,4,1,0,2,1,2,1,0,0,0,6,1
ENSG00000235112.1,3,1,0,2,0,1,1,1,1,0,1,5
ENSG00000287192.1,1,2,0,0,0,0,1,0,0,2,0,0
ENSG00000117298.16,4500,4606,2318,2230,3622,4607,1775,3687,2310,2995,2101,5351
ENSG00000236936.1,0,0,0,1,2,0,0,0,0,0,0,0
ENSG00000231105.2,32,18,13,4,12,24,8,7,8,4,5,17
ENSG00000236216.5,8,12,11,9,6,15,4,18,5,6,6,17
ENSG00000228823.1,0,0,1,0,0,0,0,0,0,0,0,0
ENSG00000236009.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000227001.3,25,33,5,116,19,24,118,19,0,0,184,12
ENSG00000187952.9,10,19,6,238,7,17,170,19,8,15,167,14
ENSG00000186543.7,0,0,0,0,0,1,0,0,1,0,1,0
ENSG00000142794.19,522,558,30,1625,244,495,1253,244,74,39,1665,211
ENSG00000176378.8,0,0,0,0,0,3,0,0,0,0,0,0
ENSG00000162551.14,0,0,1,0,0,0,0,0,0,0,4,1
ENSG00000289715.1,0,0,0,0,0,0,0,0,0,0,1,0
ENSG00000233431.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000076864.21,1,3,4,833,5,1,666,1,2,3,784,8
ENSG00000090686.16,1238,1222,1448,1581,1473,1105,1441,1250,1408,1706,1727,1640
ENSG00000231978.2,0,1,0,0,0,0,0,0,0,0,0,0
ENSG00000187942.12,0,0,0,0,1,0,0,0,0,0,0,0
ENSG00000142798.20,17,3,13,11,7,10,7,10,7,11,6,4
ENSG00000232037.3,23,25,20,27,33,42,16,22,38,26,12,58
ENSG00000283234.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000219073.8,0,0,1,0,0,0,0,0,0,0,1,1
ENSG00000285959.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000273610.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000201919.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000142789.20,0,0,1,0,0,0,0,0,1,0,0,0
ENSG00000278124.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000201273.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000228397.3,0,0,0,0,1,0,6,0,3,2,2,0
ENSG00000218510.9,5,11,6,6,1,3,8,9,1,5,17,2
ENSG00000289694.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000285752.1,6,7,6,1,3,6,0,2,3,2,1,5
ENSG00000285794.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000070831.18,116,82,46,52,77,63,22,88,39,34,35,112
ENSG00000230068.2,1,3,0,1,1,1,0,0,0,1,0,2
ENSG00000271428.1,0,0,0,0,0,0,0,2,0,0,1,0
ENSG00000162552.15,3,4,1,1,1,2,4,3,1,1,1,2
ENSG00000285873.1,0,0,0,1,0,1,1,1,1,2,2,0
ENSG00000266564.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000234397.3,4,4,8,8,3,3,7,5,15,12,10,11
ENSG00000279625.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000184677.18,1693,1463,553,1653,1005,1400,1227,1123,592,598,1555,1535
ENSG00000237200.1,0,0,0,0,1,0,0,3,0,0,2,2
ENSG00000070886.12,0,0,0,0,0,0,0,0,0,0,0,1
ENSG00000276835.2,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000173372.18,0,0,0,0,0,0,0,0,0,1,0,0
ENSG00000289692.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000159189.13,0,0,0,0,0,0,0,0,0,2,0,0
ENSG00000173369.18,0,0,0,0,1,0,1,0,0,1,0,0
ENSG00000133216.17,0,0,3,0,2,0,1,1,2,2,0,1
ENSG00000265422.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000225952.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000264014.1,0,0,0,0,0,0,0,0,0,0,0,0
